order_line_id,order_id,order_date_id,store_loc_id,fc_loc_id,product_id,qty_ordered,qty_allocated,is_stockout
7418,ORD-014880,20250610,21,3,427,344,344,0
7419,ORD-012498,20260427,27,2,470,270,270,0
7420,ORD-014984,20251230,9,3,499,148,148,0
7421,ORD-014562,20261001,49,3,41,3,3,0
7422,ORD-000244,20241117,38,3,359,343,343,0
7423,ORD-003150,20261017,27,3,307,377,377,0
7424,ORD-008087,20251010,42,2,31,9,9,0
7425,ORD-011029,20251206,26,2,493,454,454,0
7426,ORD-012088,20241203,54,2,26,4,4,0
7427,ORD-004486,20250418,7,2,322,118,118,0
7428,ORD-008111,20260726,51,3,151,42,42,0
7429,ORD-003724,20250411,55,2,304,409,409,0
7430,ORD-011127,20260724,39,4,486,305,305,0
7431,ORD-011985,20250801,51,1,152,31,31,0
7432,ORD-002122,20250620,46,4,369,190,190,0
7433,ORD-007878,20241103,53,5,109,43,43,0
7434,ORD-001684,20240121,32,4,322,455,455,0
7435,ORD-001221,20240214,8,5,294,276,276,0
7436,ORD-004778,20241221,45,5,85,19,19,0
7437,ORD-001082,20260215,46,3,68,4,1,1
7438,ORD-006942,20251229,38,3,492,359,359,0
7439,ORD-012695,20240413,55,2,146,34,34,0
7440,ORD-000029,20251202,47,3,241,37,37,0
7441,ORD-001452,20260110,55,5,381,183,183,0
7442,ORD-011118,20251219,30,3,493,109,109,0
7443,ORD-012626,20250401,24,2,471,185,185,0
7444,ORD-011743,20260815,50,1,264,445,436,1
7445,ORD-010688,20250319,10,2,303,218,218,0
7446,ORD-004792,20250503,26,4,277,433,433,0
7447,ORD-004416,20251029,45,1,381,291,291,0
7448,ORD-011321,20240909,15,5,84,3,3,0
7449,ORD-013012,20240526,17,4,158,41,32,1
7450,ORD-001290,20251016,22,3,394,303,303,0
7451,ORD-008278,20250321,55,4,326,283,29,1
7452,ORD-006061,20240227,34,1,319,239,239,0
7453,ORD-011822,20240210,46,4,478,116,116,0
7454,ORD-003561,20250114,34,4,92,9,9,0
7455,ORD-014312,20250218,14,4,172,29,24,1
7456,ORD-008127,20261211,9,3,379,301,262,1
7457,ORD-010183,20250509,34,5,474,314,314,0
7458,ORD-010872,20251104,16,2,318,351,351,0
7459,ORD-013694,20250203,30,5,413,105,105,0
7460,ORD-004925,20260111,23,3,56,19,19,0
7461,ORD-003679,20261104,29,4,499,417,417,0
7462,ORD-002517,20261215,16,4,414,125,125,0
7463,ORD-000293,20240725,32,3,54,11,11,0
7464,ORD-009459,20251004,16,4,476,195,195,0
7465,ORD-013123,20261008,12,3,330,219,219,0
7466,ORD-003164,20250223,10,4,294,446,446,0
7467,ORD-012993,20250312,47,3,419,303,303,0
7468,ORD-006274,20240510,45,4,384,98,98,0
7469,ORD-006218,20260108,46,1,73,4,4,0
7470,ORD-013137,20240211,8,2,256,320,320,0
7471,ORD-010862,20251231,39,4,29,1,1,0
7472,ORD-010429,20240913,26,2,263,383,332,1
7473,ORD-012871,20260513,18,1,315,408,110,1
7474,ORD-014535,20261012,30,5,107,11,11,0
7475,ORD-007663,20241209,51,4,147,44,44,0
7476,ORD-006305,20250118,17,4,467,313,313,0
7477,ORD-007795,20251011,18,1,40,12,4,1
7478,ORD-012447,20250226,40,4,69,1,1,0
7479,ORD-007309,20250129,52,1,159,42,42,0
7480,ORD-010718,20250702,13,5,362,339,339,0
7481,ORD-004427,20251008,49,5,498,438,438,0
7482,ORD-006298,20241226,46,3,343,153,153,0
7483,ORD-000104,20241015,55,4,229,43,22,1
7484,ORD-007381,20250413,48,4,271,219,113,1
7485,ORD-000964,20251018,49,1,459,327,45,1
7486,ORD-010590,20240830,7,2,46,18,18,0
7487,ORD-002140,20240208,36,3,297,103,103,0
7488,ORD-013577,20260203,32,4,488,89,89,0
7489,ORD-013206,20260404,52,4,352,242,242,0
7490,ORD-001512,20251112,9,3,121,18,18,0
7491,ORD-012595,20240615,6,2,201,42,42,0
7492,ORD-007432,20260214,50,3,237,24,24,0
7493,ORD-010526,20260319,29,4,452,148,148,0
7494,ORD-009633,20260903,36,3,43,2,2,0
7495,ORD-007098,20261130,26,5,11,5,5,0
7496,ORD-000894,20250831,33,2,61,10,10,0
7497,ORD-010428,20240217,32,1,429,242,242,0
7498,ORD-005480,20250327,35,2,429,477,477,0
7499,ORD-005276,20250221,55,3,85,18,18,0
7500,ORD-008041,20261217,10,4,77,19,19,0
7501,ORD-009430,20260212,13,3,445,78,78,0
7502,ORD-014068,20240413,33,4,63,13,13,0
7503,ORD-003609,20260606,35,1,170,37,7,1
7504,ORD-001960,20260731,48,5,328,487,487,0
7505,ORD-007260,20260601,49,2,54,20,20,0
7506,ORD-004671,20260424,34,1,291,368,368,0
7507,ORD-000798,20260802,23,5,216,5,5,0
7508,ORD-002451,20261113,20,1,263,392,392,0
7509,ORD-008865,20261124,25,4,232,37,37,0
7510,ORD-014850,20261030,15,3,399,160,160,0
7511,ORD-010187,20260405,39,4,276,401,401,0
7512,ORD-002900,20260704,22,5,96,8,0,1
7513,ORD-009337,20260620,10,3,132,32,32,0
7514,ORD-009674,20251227,7,1,416,149,149,0
7515,ORD-013138,20250318,30,4,440,127,127,0
7516,ORD-001440,20240514,26,4,229,49,49,0
7517,ORD-001084,20250721,7,5,82,18,9,1
7518,ORD-012327,20260410,25,5,329,474,474,0
7519,ORD-013290,20240831,47,2,231,6,6,0
7520,ORD-005343,20240424,42,3,344,377,110,1
7521,ORD-010825,20240804,29,5,210,41,41,0
7522,ORD-008826,20240624,20,1,452,384,384,0
7523,ORD-001028,20260116,12,5,373,88,88,0
7524,ORD-006246,20240217,7,3,463,275,275,0
7525,ORD-004979,20260604,52,3,145,39,39,0
7526,ORD-012616,20251211,49,5,34,11,3,1
7527,ORD-010097,20250606,15,4,287,339,339,0
7528,ORD-014179,20240528,45,2,223,35,35,0
7529,ORD-000346,20261022,33,1,328,266,266,0
7530,ORD-008563,20240528,24,3,441,91,91,0
7531,ORD-010465,20260523,52,4,50,4,4,0
7532,ORD-007645,20241107,44,3,84,1,1,0
7533,ORD-014180,20260818,9,5,497,65,65,0
7534,ORD-008502,20251206,41,2,144,44,39,1
7535,ORD-010610,20260909,37,5,500,409,409,0
7536,ORD-007933,20241227,24,1,18,8,1,1
7537,ORD-005989,20240512,53,5,443,261,177,1
7538,ORD-009659,20260610,17,2,352,208,208,0
7539,ORD-010383,20260816,32,3,331,101,101,0
7540,ORD-009664,20251210,38,2,93,12,9,1
7541,ORD-000621,20240618,6,2,441,490,490,0
7542,ORD-003808,20250310,22,5,428,118,118,0
7543,ORD-007260,20260922,50,4,29,18,18,0
7544,ORD-005013,20241204,33,5,89,8,8,0
7545,ORD-012183,20260108,53,3,136,13,13,0
7546,ORD-004196,20250107,11,2,268,374,61,1
7547,ORD-005134,20251125,36,4,309,191,191,0
7548,ORD-011014,20260129,12,2,319,329,329,0
7549,ORD-005940,20260124,21,2,464,154,154,0
7550,ORD-000229,20261029,54,2,313,303,303,0
7551,ORD-007584,20251016,16,3,77,8,3,1
7552,ORD-004115,20241023,12,2,292,228,228,0
7553,ORD-007907,20260604,26,4,85,18,6,1
7554,ORD-014525,20250401,29,1,7,14,14,0
7555,ORD-014036,20251029,55,3,369,317,156,1
7556,ORD-012812,20261127,16,5,457,199,173,1
7557,ORD-008865,20241122,39,4,96,12,12,0
7558,ORD-008546,20260621,53,2,296,146,146,0
7559,ORD-012275,20260714,7,4,449,435,327,1
7560,ORD-005918,20261103,35,2,195,2,2,0
7561,ORD-006017,20251222,40,2,424,396,73,1
7562,ORD-012382,20250219,51,1,498,259,259,0
7563,ORD-006116,20240211,10,1,190,13,13,0
7564,ORD-010419,20260709,53,1,398,160,160,0
7565,ORD-012567,20240714,24,4,245,22,22,0
7566,ORD-013946,20261109,50,4,109,48,48,0
7567,ORD-003873,20260619,43,5,276,291,15,1
7568,ORD-014119,20251112,21,5,95,18,18,0
7569,ORD-009024,20240603,17,2,336,450,450,0
7570,ORD-010797,20260310,27,4,353,432,432,0
7571,ORD-003200,20260923,54,4,139,19,19,0
7572,ORD-002598,20251102,30,2,481,136,52,1
7573,ORD-012861,20250728,55,4,426,181,181,0
7574,ORD-013107,20240926,43,5,352,425,425,0
7575,ORD-003436,20261126,9,4,39,18,18,0
7576,ORD-006162,20240331,52,4,292,353,353,0
7577,ORD-003317,20250622,27,1,19,13,13,0
7578,ORD-008672,20250212,39,2,316,122,18,1
7579,ORD-009540,20261123,52,4,8,10,10,0
7580,ORD-007943,20261104,29,4,408,458,29,1
7581,ORD-004022,20260513,47,2,325,56,56,0
7582,ORD-009806,20251113,47,4,468,140,140,0
7583,ORD-000567,20260224,45,3,38,5,5,0
7584,ORD-002755,20261218,40,5,299,395,395,0
7585,ORD-000028,20261119,54,5,480,246,246,0
7586,ORD-008607,20240520,11,1,236,7,7,0
7587,ORD-012199,20241223,19,4,14,8,8,0
7588,ORD-006783,20261113,7,5,333,220,220,0
7589,ORD-010852,20261101,24,3,401,444,444,0
7590,ORD-013144,20260926,14,1,431,151,126,1
7591,ORD-008123,20260503,19,5,401,164,164,0
7592,ORD-001191,20240604,49,5,29,10,10,0
7593,ORD-014614,20250831,50,2,24,19,19,0
7594,ORD-009339,20260926,27,4,263,416,416,0
7595,ORD-002894,20240828,41,1,285,438,438,0
7596,ORD-001077,20261212,53,4,143,30,2,1
7597,ORD-011689,20250412,12,1,82,13,13,0
7598,ORD-011334,20260621,25,4,4,7,5,1
7599,ORD-003482,20240806,14,1,251,320,8,1
7600,ORD-005054,20241229,51,2,445,121,121,0
7601,ORD-005157,20261213,40,5,48,3,3,0
7602,ORD-010012,20241207,7,4,112,2,2,0
7603,ORD-001907,20260219,28,2,444,282,202,1
7604,ORD-001466,20240729,6,5,177,15,0,1
7605,ORD-000305,20240522,35,5,338,479,165,1
7606,ORD-001056,20250406,31,2,80,7,7,0
7607,ORD-000295,20240602,19,4,489,66,11,1
7608,ORD-013641,20250930,6,1,444,436,436,0
7609,ORD-010095,20260304,11,2,418,256,238,1
7610,ORD-008116,20241019,37,2,19,10,10,0
7611,ORD-011406,20240115,33,2,354,400,400,0
7612,ORD-005749,20250413,21,2,186,2,1,1
7613,ORD-011637,20250118,32,2,167,5,4,1
7614,ORD-004459,20260212,13,4,126,3,3,0
7615,ORD-005951,20240601,52,3,52,7,7,0
7616,ORD-002058,20240301,43,4,227,13,9,1
7617,ORD-013680,20241102,24,1,245,20,6,1
7618,ORD-005538,20260509,32,3,123,16,16,0
7619,ORD-003643,20260225,20,5,490,235,235,0
7620,ORD-003287,20250329,44,1,302,213,213,0
7621,ORD-000319,20240124,7,5,153,7,7,0
7622,ORD-011169,20260211,37,3,23,3,3,0
7623,ORD-007054,20261129,21,1,138,26,26,0
7624,ORD-013605,20240206,20,5,131,50,50,0
7625,ORD-006065,20260108,38,3,199,48,48,0
7626,ORD-002644,20240430,12,5,55,20,6,1
7627,ORD-002772,20240105,12,4,179,7,7,0
7628,ORD-008972,20240115,31,1,432,354,249,1
7629,ORD-012545,20251215,8,4,497,225,190,1
7630,ORD-009477,20241126,30,4,243,41,41,0
7631,ORD-000343,20250728,31,1,454,250,250,0
7632,ORD-010845,20241024,49,5,322,195,195,0
7633,ORD-012016,20260602,28,4,276,500,500,0
7634,ORD-010428,20261019,16,1,73,1,1,0
7635,ORD-009105,20260922,11,1,425,166,166,0
7636,ORD-011037,20251126,20,3,250,25,25,0
7637,ORD-001449,20250601,24,2,370,413,413,0
7638,ORD-007685,20240823,49,5,480,274,274,0
7639,ORD-005524,20250322,10,3,187,38,38,0
7640,ORD-000252,20240414,9,2,322,366,366,0
7641,ORD-006989,20251217,25,4,101,21,21,0
7642,ORD-004167,20241003,34,2,304,180,180,0
7643,ORD-010309,20240709,8,5,13,19,19,0
7644,ORD-002614,20250618,26,1,331,317,220,1
7645,ORD-010896,20250831,34,1,78,7,7,0
7646,ORD-007204,20250828,13,4,31,14,2,1
7647,ORD-005948,20241213,27,3,465,153,153,0
7648,ORD-001316,20250120,22,1,231,27,5,1
7649,ORD-008946,20240227,42,3,154,5,5,0
7650,ORD-004357,20240305,12,4,127,29,29,0
7651,ORD-005751,20250703,41,2,284,108,108,0
7652,ORD-010053,20250222,19,5,381,257,257,0
7653,ORD-014808,20240730,7,5,84,19,19,0
7654,ORD-010830,20251225,33,1,70,2,2,0
7655,ORD-006272,20250806,30,3,370,259,259,0
7656,ORD-007857,20260209,22,4,285,468,468,0
7657,ORD-002779,20251108,9,5,134,23,21,1
7658,ORD-001274,20250918,21,5,298,339,239,1
7659,ORD-014464,20240201,43,5,453,137,137,0
7660,ORD-001963,20240117,15,5,177,41,41,0
7661,ORD-013643,20240807,22,2,271,396,396,0
7662,ORD-005282,20251114,15,1,127,12,12,0
7663,ORD-011020,20260418,27,5,61,18,18,0
7664,ORD-002002,20261219,8,3,96,17,17,0
7665,ORD-013260,20240328,27,2,8,14,14,0
7666,ORD-014575,20240131,52,5,116,4,4,0
7667,ORD-014767,20261215,24,1,54,14,14,0
7668,ORD-007601,20260402,43,2,357,402,402,0
7669,ORD-009531,20240908,53,1,169,1,1,0
7670,ORD-014437,20240726,43,4,18,20,20,0
7671,ORD-007947,20250823,54,3,179,46,46,0
7672,ORD-013921,20260612,43,1,456,208,208,0
7673,ORD-007449,20260607,36,2,283,379,379,0
7674,ORD-001908,20251012,53,3,212,32,32,0
7675,ORD-005153,20260803,45,2,289,243,104,1
7676,ORD-003713,20241202,51,4,112,11,11,0
7677,ORD-003742,20260928,54,1,98,20,1,1
7678,ORD-005349,20260417,31,3,350,462,462,0
7679,ORD-004351,20240508,49,2,158,13,7,1
7680,ORD-006508,20261127,47,2,77,19,19,0
7681,ORD-007274,20260226,50,5,44,14,5,1
7682,ORD-013277,20240626,43,1,242,1,0,1
7683,ORD-003049,20250501,33,2,227,17,17,0
7684,ORD-003523,20260805,21,5,24,3,3,0
7685,ORD-001233,20261212,22,2,148,5,3,1
7686,ORD-011727,20240901,33,5,74,14,1,1
7687,ORD-012132,20250810,35,4,474,137,52,1
7688,ORD-004184,20260802,40,4,454,455,455,0
7689,ORD-012010,20251205,25,1,144,21,21,0
7690,ORD-013001,20260505,25,4,463,149,25,1
7691,ORD-012754,20260322,38,5,168,38,25,1
7692,ORD-003792,20260827,46,1,8,18,18,0
7693,ORD-008564,20250703,20,5,100,2,1,1
7694,ORD-007765,20261104,53,1,208,24,24,0
7695,ORD-000161,20261129,39,1,456,397,397,0
7696,ORD-004336,20240520,38,5,20,5,5,0
7697,ORD-006589,20250113,41,5,401,137,137,0
7698,ORD-007657,20250224,22,4,18,18,18,0
7699,ORD-012520,20260607,18,1,135,37,5,1
7700,ORD-008459,20240623,18,4,467,118,118,0
7701,ORD-009658,20250216,39,1,157,22,7,1
7702,ORD-000054,20261210,53,2,142,37,5,1
7703,ORD-006584,20250809,37,4,131,38,30,1
7704,ORD-003238,20260413,41,1,105,15,15,0
7705,ORD-007784,20240926,50,2,326,299,299,0
7706,ORD-012796,20240730,41,1,187,23,23,0
7707,ORD-010800,20250114,29,5,274,177,44,1
7708,ORD-001448,20250213,31,4,33,14,3,1
7709,ORD-004004,20261028,25,1,468,421,421,0
7710,ORD-008538,20260720,31,1,80,17,17,0
7711,ORD-009796,20240130,36,2,212,45,45,0
7712,ORD-008696,20261108,10,1,174,45,37,1
7713,ORD-001444,20260504,36,5,39,6,6,0
7714,ORD-010965,20250513,34,5,325,163,163,0
7715,ORD-008849,20251104,46,5,115,49,49,0
7716,ORD-012732,20241113,17,4,331,314,217,1
7717,ORD-009375,20251214,21,5,163,16,16,0
7718,ORD-006910,20261123,52,2,125,50,28,1
7719,ORD-002743,20250907,38,4,51,3,3,0
7720,ORD-013104,20241122,20,1,419,405,405,0
7721,ORD-009053,20240301,10,5,144,25,25,0
7722,ORD-001387,20250721,51,1,435,127,127,0
7723,ORD-000015,20250606,24,4,54,6,4,1
7724,ORD-003303,20260509,14,3,281,278,278,0
7725,ORD-005403,20260404,17,2,418,279,279,0
7726,ORD-009113,20260521,50,1,246,15,15,0
7727,ORD-002129,20260714,35,4,13,14,14,0
7728,ORD-003085,20251110,46,1,362,172,172,0
7729,ORD-009323,20240410,33,3,396,292,292,0
7730,ORD-011437,20260425,43,5,129,42,42,0
7731,ORD-014545,20260430,31,2,346,176,176,0
7732,ORD-013670,20260130,32,1,464,490,490,0
7733,ORD-005793,20250329,27,4,232,31,31,0
7734,ORD-014569,20261210,29,5,71,20,20,0
7735,ORD-005558,20261031,20,4,38,18,18,0
7736,ORD-013184,20261116,50,2,226,19,19,0
7737,ORD-014356,20241206,18,5,454,243,33,1
7738,ORD-004402,20250630,26,1,94,12,12,0
7739,ORD-006389,20261013,46,1,80,4,4,0
7740,ORD-013305,20261124,17,5,171,38,38,0
7741,ORD-014959,20240526,31,1,371,51,51,0
7742,ORD-007179,20260421,19,2,302,199,130,1
7743,ORD-013426,20240304,25,2,252,180,40,1
7744,ORD-007161,20240120,38,4,164,21,21,0
7745,ORD-000249,20261209,32,1,315,472,472,0
7746,ORD-000051,20261012,52,5,106,40,40,0
7747,ORD-011116,20240612,21,2,319,205,173,1
7748,ORD-007717,20260121,43,3,93,12,12,0
7749,ORD-001081,20260406,29,4,187,24,24,0
7750,ORD-004937,20261203,30,2,325,126,126,0
7751,ORD-000177,20261011,48,1,402,224,224,0
7752,ORD-014278,20251121,26,4,108,34,34,0
7753,ORD-012503,20250804,13,1,293,257,14,1
7754,ORD-012229,20260602,30,1,209,44,44,0
7755,ORD-010814,20251203,18,1,226,25,25,0
7756,ORD-013182,20241202,24,3,356,241,241,0
7757,ORD-007587,20240706,38,1,151,14,14,0
7758,ORD-011313,20260303,45,4,169,30,30,0
7759,ORD-012978,20260111,22,4,403,58,58,0
7760,ORD-003122,20250703,55,2,214,2,2,0
7761,ORD-003858,20261210,40,2,417,372,372,0
7762,ORD-011542,20260610,43,4,194,47,45,1
7763,ORD-012803,20240824,38,4,388,213,213,0
7764,ORD-000594,20250813,12,3,328,60,14,1
7765,ORD-005011,20261214,34,3,171,7,5,1
7766,ORD-006396,20240904,42,2,444,280,280,0
7767,ORD-014188,20241203,16,5,107,2,2,0
7768,ORD-011270,20250819,24,2,484,85,85,0
7769,ORD-001389,20250208,23,3,170,29,29,0
7770,ORD-009775,20240303,8,4,95,11,11,0
7771,ORD-012807,20260920,14,2,30,13,13,0
7772,ORD-006867,20251214,34,5,500,151,151,0
7773,ORD-001208,20260128,12,1,146,7,7,0
7774,ORD-007958,20260721,36,4,250,39,39,0
7775,ORD-009503,20250217,53,2,369,117,117,0
7776,ORD-009855,20260223,36,2,240,6,6,0
7777,ORD-007728,20251004,27,4,299,110,110,0
7778,ORD-000494,20250918,27,3,344,62,62,0
7779,ORD-008817,20250722,25,2,287,427,427,0
7780,ORD-006178,20260704,31,5,143,8,8,0
7781,ORD-006368,20260303,37,3,393,329,329,0
7782,ORD-013782,20261102,44,5,201,39,39,0
7783,ORD-008510,20260907,39,4,119,37,37,0
7784,ORD-004867,20240907,40,2,166,38,18,1
7785,ORD-009993,20240418,49,3,405,199,199,0
7786,ORD-004569,20250116,35,1,232,9,9,0
7787,ORD-004468,20251204,52,2,246,36,36,0
7788,ORD-000998,20251115,22,4,424,382,243,1
7789,ORD-004543,20240422,35,3,47,20,20,0
7790,ORD-002031,20250601,30,1,123,29,29,0
7791,ORD-009157,20240304,20,3,212,34,34,0
7792,ORD-009983,20240823,49,1,287,383,383,0
7793,ORD-008765,20261010,36,4,1,16,16,0
7794,ORD-001742,20250126,42,5,111,39,39,0
7795,ORD-005281,20260317,34,5,477,294,294,0
7796,ORD-004989,20260318,21,1,391,295,295,0
7797,ORD-001099,20261128,31,2,209,27,27,0
7798,ORD-012040,20261216,32,1,207,15,15,0
7799,ORD-012544,20260314,19,5,62,8,3,1
7800,ORD-002334,20260419,14,3,351,469,469,0
7801,ORD-006904,20250912,7,5,130,26,26,0
7802,ORD-013258,20250720,42,4,232,2,2,0
7803,ORD-003687,20260318,25,3,494,461,461,0
7804,ORD-004206,20251120,24,1,68,4,4,0
7805,ORD-006231,20241214,9,5,334,66,66,0
7806,ORD-011480,20241227,39,5,128,17,17,0
7807,ORD-002680,20261226,6,1,405,395,395,0
7808,ORD-013482,20240208,28,2,440,247,247,0
7809,ORD-004733,20251227,31,5,219,40,40,0
7810,ORD-000647,20240319,11,5,87,7,6,1
7811,ORD-014847,20251009,14,3,8,9,9,0
7812,ORD-002013,20251003,46,4,168,33,33,0
7813,ORD-011391,20241024,35,4,265,263,263,0
7814,ORD-001527,20241223,36,4,417,422,422,0
7815,ORD-009350,20250208,21,2,123,22,22,0
7816,ORD-013787,20250928,15,1,48,18,18,0
7817,ORD-013051,20251018,34,4,494,243,222,1
7818,ORD-013538,20241224,42,3,28,14,14,0
7819,ORD-000228,20250313,10,5,158,5,5,0
7820,ORD-014388,20260924,21,2,327,258,258,0
7821,ORD-002303,20250310,22,4,190,45,45,0
7822,ORD-005932,20250730,33,1,66,2,2,0
7823,ORD-012441,20250728,53,4,233,44,16,1
7824,ORD-004960,20240416,10,5,484,470,470,0
7825,ORD-010120,20241220,51,5,460,358,153,1
7826,ORD-011136,20250306,27,2,174,41,41,0
7827,ORD-002952,20251203,46,4,65,18,18,0
7828,ORD-006928,20240105,37,5,44,8,8,0
7829,ORD-008304,20250804,51,4,408,220,220,0
7830,ORD-004012,20250610,55,1,238,44,44,0
7831,ORD-001446,20261027,53,3,10,12,12,0
7832,ORD-008777,20241010,48,3,27,12,12,0
7833,ORD-005166,20250705,32,3,40,5,4,1
7834,ORD-000379,20260601,12,1,320,450,450,0
7835,ORD-012637,20260719,19,4,80,11,11,0
7836,ORD-000018,20250420,13,3,274,189,189,0
7837,ORD-003734,20250527,23,2,281,58,58,0
7838,ORD-004165,20240204,9,5,85,7,2,1
7839,ORD-000784,20260825,41,4,125,1,1,0
7840,ORD-005608,20250121,43,1,435,69,69,0
7841,ORD-004450,20250304,17,5,82,13,5,1
7842,ORD-011164,20260116,55,3,362,227,227,0
7843,ORD-011876,20260222,15,5,155,39,39,0
7844,ORD-006301,20251207,52,4,280,404,404,0
7845,ORD-013276,20250414,44,2,309,347,347,0
7846,ORD-003401,20240526,7,5,350,229,138,1
7847,ORD-008268,20261107,28,4,281,275,275,0
7848,ORD-003061,20261220,6,5,175,31,27,1
7849,ORD-013605,20261109,21,5,229,34,4,1
7850,ORD-009190,20260604,29,5,439,442,442,0
7851,ORD-004791,20260407,54,1,427,280,280,0
7852,ORD-005595,20260509,16,3,348,432,432,0
7853,ORD-007664,20240108,19,2,230,7,7,0
7854,ORD-013226,20261105,34,3,267,281,281,0
7855,ORD-000876,20240306,48,2,18,16,16,0
7856,ORD-010863,20240916,8,3,205,38,38,0
7857,ORD-014528,20260805,24,2,298,60,60,0
7858,ORD-013532,20250615,40,3,246,32,10,1
7859,ORD-000679,20241101,25,3,423,448,448,0
7860,ORD-011175,20260905,21,1,294,297,277,1
7861,ORD-010695,20240101,13,1,93,2,2,0
7862,ORD-012408,20260325,37,2,313,398,398,0
7863,ORD-001180,20260319,45,3,476,114,114,0
7864,ORD-001353,20260314,32,4,141,31,0,1
7865,ORD-008008,20250326,28,2,227,22,22,0
7866,ORD-002215,20240221,40,2,55,7,0,1
7867,ORD-001233,20260302,11,5,114,12,2,1
7868,ORD-009319,20240405,9,4,152,5,5,0
7869,ORD-006279,20260212,51,3,108,3,3,0
7870,ORD-000397,20250830,15,5,439,389,389,0
7871,ORD-006518,20261002,14,2,67,10,10,0
7872,ORD-012116,20250531,23,4,60,2,2,0
7873,ORD-012956,20260316,9,4,233,42,42,0
7874,ORD-014875,20260717,39,5,454,366,130,1
7875,ORD-002003,20240829,8,1,236,11,11,0
7876,ORD-000417,20261028,48,3,242,40,40,0
7877,ORD-013627,20261227,52,1,372,103,103,0
7878,ORD-007473,20240504,53,3,393,250,250,0
7879,ORD-010449,20260527,53,3,277,372,372,0
7880,ORD-012392,20260116,34,5,11,8,8,0
7881,ORD-003686,20260327,46,4,446,422,422,0
7882,ORD-009652,20250726,55,4,478,358,358,0
7883,ORD-013656,20240212,43,5,367,366,366,0
7884,ORD-010254,20250321,53,4,271,194,194,0
7885,ORD-013978,20260403,26,2,112,50,0,1
7886,ORD-004736,20251008,19,2,136,14,9,1
7887,ORD-013400,20241222,7,4,435,66,19,1
7888,ORD-006434,20260817,28,3,135,29,29,0
7889,ORD-013312,20260608,24,1,486,267,267,0
7890,ORD-002286,20251130,11,1,242,10,10,0
7891,ORD-010399,20250218,9,2,432,464,464,0
7892,ORD-002685,20240702,36,2,199,15,15,0
7893,ORD-014182,20240229,40,1,401,433,433,0
7894,ORD-009067,20240127,40,5,366,269,269,0
7895,ORD-001296,20240807,16,3,258,60,60,0
7896,ORD-011504,20250419,9,4,164,44,44,0
7897,ORD-007610,20260917,14,1,52,5,5,0
7898,ORD-011508,20260408,39,1,1,19,19,0
7899,ORD-001553,20260718,32,4,499,169,169,0
7900,ORD-002109,20240623,27,2,478,264,264,0
7901,ORD-013568,20260713,13,1,7,15,15,0
7902,ORD-006471,20261229,32,5,331,271,271,0
7903,ORD-012095,20250921,12,3,243,16,16,0
7904,ORD-009944,20250928,33,5,292,221,119,1
7905,ORD-004782,20250115,27,2,163,30,30,0
7906,ORD-006224,20261003,51,4,416,435,435,0
7907,ORD-013593,20260204,11,4,321,247,185,1
7908,ORD-002640,20250525,48,4,379,474,135,1
7909,ORD-011082,20240204,45,3,365,380,380,0
7910,ORD-011123,20260619,47,1,180,42,42,0
7911,ORD-001600,20260217,52,2,73,8,4,1
7912,ORD-007990,20261003,15,3,368,352,352,0
7913,ORD-011502,20240706,29,5,362,226,226,0
7914,ORD-010305,20250415,20,5,397,199,32,1
7915,ORD-012399,20240205,33,2,281,426,426,0
7916,ORD-001427,20251019,52,4,204,4,4,0
7917,ORD-012970,20250130,7,5,274,79,79,0
7918,ORD-001374,20261205,19,3,477,152,152,0
7919,ORD-009297,20250223,32,2,165,28,28,0
7920,ORD-011345,20261205,37,4,316,372,372,0
7921,ORD-004077,20250805,37,2,151,45,45,0
7922,ORD-011532,20260519,35,4,74,4,4,0
7923,ORD-008041,20250817,21,1,317,258,258,0
7924,ORD-004939,20240924,44,2,72,13,13,0
7925,ORD-011950,20250910,39,4,13,20,20,0
7926,ORD-010460,20241218,43,3,54,14,14,0
7927,ORD-009178,20240323,41,3,179,17,17,0
7928,ORD-002530,20260212,14,4,245,14,14,0
7929,ORD-014116,20250118,27,5,50,5,5,0
7930,ORD-013786,20260810,31,4,115,18,3,1
7931,ORD-010206,20260624,53,3,134,30,30,0
7932,ORD-011715,20250107,55,2,156,26,26,0
7933,ORD-006572,20261122,27,1,212,38,30,1
7934,ORD-006074,20240527,35,1,127,24,24,0
7935,ORD-002353,20250831,26,3,329,282,167,1
7936,ORD-000117,20240217,28,4,134,44,44,0
7937,ORD-008627,20240330,37,4,215,20,20,0
7938,ORD-008482,20250902,13,2,280,391,391,0
7939,ORD-002930,20260723,33,1,254,324,324,0
7940,ORD-003220,20251218,44,3,277,140,140,0
7941,ORD-014315,20240918,22,3,65,10,10,0
7942,ORD-013165,20240831,30,1,340,146,146,0
7943,ORD-013221,20250523,25,1,250,28,28,0
7944,ORD-005782,20250929,32,1,414,184,165,1
7945,ORD-012545,20240811,8,1,150,44,44,0
7946,ORD-014162,20250331,42,1,323,136,136,0
7947,ORD-008298,20250426,26,5,129,19,19,0
7948,ORD-014667,20240117,49,1,69,15,15,0
7949,ORD-002220,20260625,37,1,469,214,214,0
7950,ORD-008224,20251123,18,5,3,19,14,1
7951,ORD-004617,20250709,37,5,466,179,134,1
7952,ORD-000033,20250128,7,5,305,425,289,1
7953,ORD-010408,20240401,31,3,424,99,99,0
