shipment_line_id,order_line_id,ship_date_id,arrival_date_id,carrier_id,qty_shipped,qty_received,transport_cost,is_on_time,is_perfect_order
2676,32973,20260610,20260614,2,3,3,35.2,1,1
2677,36899,20250525,20250530,2,4,4,31.71,1,1
2678,9543,20241005,20241006,2,25,25,147.82,0,0
2679,47345,20251227,20260101,4,4,4,8.9,1,1
2680,43140,20261112,20261115,2,179,179,1700.44,1,1
2681,235,20250311,20250313,1,2,2,51.05,1,1
2682,21112,20240225,20240226,1,33,33,1362.35,1,1
2683,10305,20250509,20250513,4,214,214,3928.11,1,1
2684,8654,20240205,20240208,4,200,200,7442.71,1,1
2685,7614,20260215,20260220,3,3,3,25.71,1,1
2686,13433,20260912,20260917,3,14,14,98.68,0,0
2687,31358,20260717,20260721,4,10,10,139.07,1,1
2688,22812,20250324,20250329,2,344,344,6878.91,1,1
2689,26306,20240105,20240106,4,107,107,1463.66,1,1
2690,17309,20250804,20250806,1,53,53,784.67,0,0
2691,23088,20260121,20260126,4,183,183,2385.86,1,1
2692,2677,20250202,20250207,2,154,150,7190.18,0,0
2693,21709,20250222,20250226,2,488,488,3546.36,1,1
2694,24393,20260930,20261004,2,14,14,684.61,1,1
2695,13929,20240403,20240407,2,87,87,3550.81,1,1
2696,3276,20250912,20250917,3,5,5,235.2,1,1
2697,14607,20240307,20240311,4,497,497,14575.89,1,1
2698,35930,20250612,20250613,1,32,27,1112.43,1,0
2699,41635,20260523,20260525,3,5,5,60.44,1,1
2700,30807,20250707,20250712,2,91,91,3802.52,0,0
2701,29874,20260705,20260707,4,293,293,8003.05,1,1
2702,29067,20240930,20241005,3,334,334,793.2,1,1
2703,5262,20251111,20251112,2,345,345,17067.66,1,1
2704,28810,20250404,20250406,1,15,15,712.7,1,1
2705,32867,20261217,20261221,1,452,452,16668.86,0,0
2706,34824,20250827,20250830,2,15,15,587.83,1,1
2707,49989,20241129,20241130,2,221,221,2097.66,1,1
2708,3554,20250702,20250706,1,121,121,4599.58,0,0
2709,34468,20250709,20250712,4,95,95,1244.48,1,1
2710,45447,20260922,20260925,3,134,134,5974.5,1,1
2711,7087,20260821,20260823,3,358,358,16976.09,1,1
2712,39291,20240604,20240609,4,1,1,25.56,0,0
2713,23720,20240512,20240516,1,15,15,261.89,0,0
2714,32307,20241127,20241202,1,4,4,176.89,1,1
2715,32356,20241013,20241016,1,204,204,6908.33,1,1
2716,33989,20240117,20240121,2,2,2,42.46,1,1
2717,35554,20250417,20250418,3,87,87,1549.94,1,1
2718,3302,20250821,20250823,4,372,372,1433.38,1,1
2719,4174,20241127,20241130,2,47,47,2255.57,1,1
2720,29733,20250630,20250704,1,21,21,780.19,1,1
2721,2947,20251003,20251004,4,209,209,5584.95,1,1
2722,18060,20240324,20240325,3,4,4,30.01,1,1
2723,27682,20240911,20240914,3,48,48,1266.73,1,1
2724,17112,20240412,20240415,3,24,24,747.6,1,1
2725,42146,20240508,20240513,1,11,11,534.73,0,0
2726,45310,20260310,20260315,2,182,181,5590.37,1,0
2727,43375,20250112,20250115,3,348,348,15430.06,0,0
2728,13159,20261021,20261022,1,369,369,11530.31,1,1
2729,12001,20240120,20240122,4,32,32,337.71,1,1
2730,37804,20260122,20260123,2,7,3,125.57,1,0
2731,32828,20240912,20240915,2,16,16,264.37,1,1
2732,18719,20250810,20250813,3,324,324,15356.01,1,1
2733,44576,20240727,20240729,4,414,410,17504.03,1,0
2734,8035,20251105,20251109,2,12,12,102.79,1,1
2735,37087,20240905,20240910,3,394,394,10455.4,1,1
2736,41019,20240223,20240225,2,2,2,10.06,0,0
2737,34124,20250518,20250523,3,18,18,334.53,1,1
2738,35203,20241104,20241108,2,30,30,874.94,0,0
2739,35694,20240110,20240115,2,154,154,7120.42,1,1
2740,42065,20250609,20250610,3,394,394,17342.52,1,1
2741,1904,20261208,20261212,4,19,19,584.12,1,1
2742,40799,20240311,20240315,2,9,9,282.31,1,1
2743,634,20240723,20240726,3,7,7,27.8,1,1
2744,23054,20260529,20260531,1,38,38,954.7,1,1
2745,11248,20260204,20260205,1,5,5,173.0,0,0
2746,33275,20250309,20250310,3,4,4,103.16,1,1
2747,38912,20240928,20241001,4,317,314,1150.51,1,0
2748,15640,20251012,20251016,2,364,364,3735.7,1,1
2749,34638,20260817,20260819,4,146,146,1565.87,1,1
2750,5738,20261227,20261230,4,404,404,3033.72,1,1
2751,13494,20260715,20260718,1,3,3,141.62,0,0
2752,24720,20260831,20260904,2,485,485,9512.09,0,0
2753,40659,20250626,20250630,1,88,88,3753.2,1,1
2754,46564,20250524,20250529,1,29,29,953.07,0,0
2755,9661,20261028,20261030,3,313,313,2996.73,1,1
2756,28795,20241028,20241031,4,62,62,830.26,1,1
2757,39206,20261209,20261210,3,17,17,445.72,1,1
2758,35279,20261201,20261205,4,36,35,292.29,1,0
2759,10647,20241129,20241203,2,52,52,1170.86,1,1
2760,14805,20250528,20250602,1,324,320,8697.13,1,0
2761,5164,20261202,20261207,4,187,187,5821.99,1,1
2762,48437,20260207,20260210,1,164,164,2668.47,1,1
2763,22497,20260918,20260921,2,29,29,819.68,1,1
2764,42953,20250318,20250320,4,5,5,43.0,0,0
2765,10286,20251008,20251010,3,265,265,6277.95,1,1
2766,15463,20240513,20240517,3,10,10,432.15,1,1
2767,488,20260215,20260216,3,15,15,93.22,1,1
2768,24906,20250106,20250111,4,145,145,2311.53,1,1
2769,28118,20250918,20250921,1,9,9,87.3,0,0
2770,9357,20260421,20260425,1,496,496,6210.95,0,0
2771,49475,20240605,20240606,1,18,18,812.21,1,1
2772,7007,20241224,20241226,2,303,303,11842.69,0,0
2773,7193,20240911,20240915,4,325,325,5195.64,1,1
2774,5797,20251117,20251119,2,217,217,4778.49,0,0
2775,43897,20251109,20251113,2,43,43,846.83,1,1
2776,21001,20250313,20250317,2,154,154,4659.21,0,0
2777,6713,20250715,20250720,3,9,9,174.65,0,0
2778,277,20261217,20261222,3,248,248,1716.11,1,1
2779,5448,20240628,20240629,2,65,65,1744.88,0,0
2780,21450,20260121,20260124,1,16,16,170.71,1,1
2781,18302,20250506,20250508,3,2,2,33.47,1,1
2782,29578,20260930,20261003,4,22,22,770.44,1,1
2783,42063,20240212,20240213,3,435,435,9451.9,0,0
2784,45844,20260302,20260303,2,482,482,19440.65,1,1
2785,39042,20261229,20270103,4,284,284,11648.64,1,1
2786,2205,20250307,20250312,4,4,4,11.45,1,1
2787,13712,20240517,20240519,2,43,43,611.4,1,1
2788,8612,20240926,20240929,2,5,5,143.52,1,1
2789,32394,20250321,20250323,3,15,13,99.33,1,0
2790,38504,20240105,20240109,4,268,268,10574.58,1,1
2791,40325,20261106,20261109,3,12,12,338.51,1,1
2792,33139,20260113,20260115,3,11,11,515.35,1,1
2793,769,20260720,20260723,3,20,20,310.96,1,1
2794,22758,20251107,20251112,4,6,6,295.93,1,1
2795,36909,20261012,20261016,4,255,255,8037.26,1,1
2796,41437,20250904,20250909,2,99,99,2936.31,0,0
2797,1845,20250220,20250224,2,385,385,2654.22,1,1
2798,36293,20250430,20250501,4,2,2,85.48,1,1
2799,5836,20240422,20240426,2,41,41,1838.46,0,0
2800,24230,20250330,20250401,2,14,14,301.65,1,1
2801,42792,20251125,20251127,3,3,3,140.11,0,0
2802,16841,20250415,20250416,1,45,45,1013.24,1,1
2803,18961,20261113,20261118,3,3,3,45.42,0,0
2804,15210,20261118,20261123,3,44,44,1685.7,1,1
2805,17945,20261202,20261204,2,19,19,927.2,1,1
2806,12432,20240130,20240204,3,86,86,1612.38,1,1
2807,36959,20260130,20260131,2,24,24,485.4,1,1
2808,18331,20241128,20241130,4,13,13,321.65,1,1
2809,32220,20260524,20260529,4,360,360,9523.32,1,1
2810,11589,20240907,20240909,4,279,279,3004.58,1,1
2811,3427,20260327,20260331,3,15,15,70.31,1,1
2812,48062,20240315,20240316,4,10,10,267.38,1,1
2813,48308,20241228,20241230,4,22,22,640.97,1,1
2814,17148,20250922,20250924,4,421,421,15860.39,1,1
2815,31555,20251210,20251215,4,17,17,680.4,1,1
2816,22368,20240926,20240927,4,200,200,4996.06,1,1
2817,17162,20260110,20260113,3,319,319,2454.25,1,1
2818,45441,20260423,20260425,1,123,123,2405.66,1,1
2819,47640,20240813,20240818,4,337,337,12443.61,1,1
2820,35394,20250805,20250810,2,46,46,330.71,0,0
2821,48538,20260323,20260327,3,492,492,12108.05,1,1
2822,13820,20250721,20250726,4,12,12,377.34,1,1
2823,31900,20251008,20251010,1,34,34,1106.61,1,1
2824,31155,20240811,20240812,2,197,192,4408.73,1,0
2825,17728,20240308,20240309,3,440,440,18774.73,1,1
2826,31561,20250205,20250210,2,15,15,431.07,1,1
2827,13426,20260428,20260430,3,26,26,720.43,1,1
2828,35738,20250207,20250210,1,98,98,4503.71,1,1
2829,29748,20241205,20241206,4,40,40,365.78,1,1
2830,355,20260808,20260809,1,6,6,24.65,0,0
2831,23871,20241223,20241225,4,239,238,9753.85,1,0
2832,20844,20250621,20250623,2,30,30,1324.78,1,1
2833,18200,20250518,20250521,4,211,211,8221.6,1,1
2834,49798,20240618,20240619,2,16,16,677.23,1,1
2835,3476,20240217,20240218,1,253,253,5060.33,1,1
2836,17310,20260216,20260218,4,11,11,390.07,1,1
2837,33890,20240418,20240423,4,175,175,5910.8,1,1
2838,17265,20251128,20251129,4,11,11,514.17,1,1
2839,13010,20240702,20240705,1,306,306,4439.82,1,1
2840,22212,20240118,20240122,1,5,5,175.84,1,1
2841,22870,20261002,20261007,3,8,8,258.93,1,1
2842,47515,20240716,20240718,4,11,11,300.05,1,1
2843,16613,20240527,20240530,3,2,2,67.4,0,0
2844,29539,20250616,20250621,3,6,6,243.49,1,1
2845,23783,20261016,20261021,1,217,217,5902.85,1,1
2846,17996,20260811,20260813,4,142,142,3047.99,1,1
2847,5730,20251204,20251206,3,369,369,16110.98,1,1
2848,43714,20260724,20260729,4,15,15,574.36,0,0
2849,42551,20260720,20260723,1,37,37,478.8,1,1
2850,30758,20260627,20260702,3,7,7,157.72,1,1
2851,16383,20240706,20240710,1,12,12,118.39,1,1
2852,49797,20260331,20260402,2,236,236,1072.15,1,1
2853,44291,20241231,20250103,1,105,105,1453.51,1,1
2854,26356,20260730,20260801,3,37,35,971.38,1,0
2855,24917,20251206,20251208,2,6,6,219.85,1,1
2856,38351,20240311,20240315,4,97,97,1912.97,1,1
2857,11872,20260709,20260711,3,2,2,95.53,1,1
2858,44664,20240205,20240210,3,1,1,31.61,0,0
2859,13213,20240616,20240617,1,349,349,6730.06,1,1
2860,8776,20260906,20260907,4,180,180,5510.32,1,1
2861,3468,20240618,20240619,4,5,5,101.76,1,1
2862,19058,20240620,20240622,3,221,218,8735.57,1,0
2863,13943,20261114,20261116,3,50,50,739.54,1,1
2864,42113,20240822,20240823,3,106,106,4524.21,1,1
2865,29711,20240602,20240607,1,219,219,8818.71,0,0
2866,6073,20261115,20261116,3,35,35,667.72,1,1
2867,6032,20260628,20260702,3,143,143,4975.63,1,1
2868,18211,20240608,20240613,2,22,22,1037.62,1,1
2869,45922,20240704,20240709,4,66,66,1105.05,1,1
2870,24529,20260929,20261004,2,398,398,14831.49,1,1
2871,17634,20260215,20260218,4,157,157,557.29,1,1
2872,44990,20241220,20241222,2,1,1,38.83,0,0
2873,31026,20251112,20251117,2,9,9,422.32,1,1
2874,18642,20240930,20241001,4,18,18,712.43,1,1
2875,35462,20240917,20240918,4,4,4,167.53,1,1
2876,14070,20250830,20250901,2,286,286,7931.92,1,1
2877,31354,20260402,20260406,2,40,40,1475.39,1,1
2878,32211,20240508,20240512,4,28,28,1026.98,1,1
2879,2470,20240823,20240824,1,225,225,2036.15,1,1
2880,8304,20261101,20261106,2,470,465,8664.18,1,0
2881,32412,20261017,20261019,4,131,131,3173.17,1,1
2882,3921,20240226,20240301,2,151,151,1336.32,1,1
2883,6774,20240311,20240314,2,232,232,9951.15,1,1
2884,25147,20260218,20260223,1,426,426,19158.57,1,1
2885,23948,20250607,20250609,4,36,36,362.23,0,0
2886,39389,20250809,20250814,1,485,480,1122.46,1,0
2887,34396,20260404,20260409,1,46,46,808.63,1,1
2888,34212,20260430,20260505,4,16,16,482.87,1,1
2889,46030,20240108,20240111,1,376,376,3608.22,1,1
2890,42091,20260527,20260530,4,393,393,14823.86,1,1
2891,23491,20240817,20240818,4,91,91,1904.47,1,1
2892,40371,20240428,20240429,3,378,378,6380.26,1,1
2893,30179,20260805,20260806,3,20,20,364.58,0,0
2894,19911,20240820,20240821,1,15,15,424.09,1,1
2895,11582,20251017,20251018,4,2,2,63.56,1,1
2896,24382,20250917,20250920,1,229,229,4825.86,1,1
2897,39409,20251004,20251007,2,44,44,1928.09,1,1
2898,106,20240605,20240608,4,33,33,817.54,1,1
2899,43264,20261204,20261205,4,204,204,4234.95,1,1
2900,49929,20250524,20250525,1,3,3,37.25,1,1
2901,13118,20260118,20260123,2,49,49,202.2,1,1
2902,20450,20250324,20250328,4,122,122,4991.73,1,1
2903,7122,20240804,20240808,2,17,17,129.91,1,1
2904,14220,20250125,20250130,1,18,18,660.02,1,1
2905,26906,20241212,20241214,2,42,42,1555.62,1,1
2906,36135,20260608,20260612,3,349,349,3001.07,1,1
2907,48921,20250802,20250804,2,406,406,7135.7,0,0
2908,7421,20261004,20261007,4,3,2,106.39,1,0
2909,41514,20260222,20260225,4,8,8,277.69,1,1
2910,20241,20261121,20261125,3,122,122,2776.58,1,1
2911,34999,20240831,20240903,1,16,16,591.59,1,1
2912,13840,20250228,20250304,1,412,412,18037.43,1,1
2913,47154,20260426,20260501,1,6,6,196.56,1,1
2914,42472,20240105,20240106,2,2,2,89.53,1,1
2915,1894,20250702,20250707,1,3,3,117.66,0,0
2916,21239,20240510,20240514,2,16,16,425.59,0,0
2917,8526,20240807,20240810,1,47,47,846.41,1,1
2918,3198,20240907,20240912,4,131,131,4705.31,0,0
2919,12035,20250513,20250517,4,198,198,2804.5,1,1
2920,4896,20260328,20260402,1,442,442,1709.38,1,1
2921,6006,20241030,20241101,2,168,168,3850.54,0,0
2922,19414,20260429,20260502,4,5,5,227.25,0,0
2923,711,20251117,20251120,1,8,8,178.92,1,1
2924,46750,20250621,20250625,2,20,20,341.85,0,0
2925,30448,20250620,20250624,2,5,5,193.59,0,0
2926,23860,20250508,20250511,4,461,461,1778.74,1,1
2927,19660,20251003,20251006,4,260,260,12439.71,1,1
2928,24175,20240423,20240427,2,13,13,334.03,1,1
2929,34867,20250629,20250704,4,16,16,167.85,0,0
2930,31399,20261029,20261101,3,362,359,16861.0,1,0
2931,44653,20240517,20240518,3,7,7,112.02,1,1
2932,13259,20260514,20260519,2,11,11,366.24,1,1
2933,34607,20261016,20261019,4,334,334,9310.31,1,1
2934,32343,20260805,20260808,1,384,384,13032.95,1,1
2935,20669,20240406,20240410,1,4,4,199.02,1,1
2936,23677,20240820,20240823,4,343,343,3631.0,1,1
2937,787,20241227,20241228,1,223,221,8555.71,1,0
2938,20488,20261203,20261208,2,11,11,319.69,1,1
2939,17394,20260621,20260622,4,50,50,1563.69,1,1
2940,19628,20250409,20250413,2,2,2,70.51,1,1
2941,15037,20251021,20251025,2,10,10,388.61,1,1
2942,26308,20251115,20251118,4,146,146,3512.79,1,1
2943,3626,20260521,20260525,2,57,57,2840.14,1,1
2944,3922,20260623,20260628,1,32,32,1374.23,0,0
2945,30107,20260609,20260612,3,370,365,4537.23,1,0
2946,15479,20240304,20240306,2,41,41,1475.01,1,1
2947,48545,20241223,20241228,2,271,271,11627.17,1,1
2948,46760,20260311,20260315,3,171,171,5635.09,1,1
2949,2084,20240717,20240718,1,475,475,14813.35,1,1
2950,755,20240328,20240331,1,252,252,832.13,1,1
2951,12735,20250916,20250918,4,453,453,17378.5,1,1
2952,25361,20240417,20240419,3,129,124,1473.76,1,0
2953,10208,20240330,20240331,4,5,0,55.76,1,0
2954,29237,20260110,20260111,2,46,46,386.88,0,0
2955,2896,20250212,20250216,4,26,23,1010.87,1,0
2956,34431,20260905,20260908,1,5,5,78.87,1,1
2957,25239,20250523,20250526,2,143,143,2306.86,1,1
2958,5040,20260715,20260719,4,83,83,389.74,1,1
2959,40993,20240216,20240220,3,437,437,18879.85,1,1
2960,45809,20260210,20260215,2,188,188,4783.41,1,1
2961,18572,20250615,20250617,2,316,316,8065.01,1,1
2962,46189,20250214,20250218,2,33,33,684.23,0,0
2963,22332,20261123,20261128,2,6,6,77.14,0,0
2964,1708,20240510,20240515,1,42,42,289.23,1,1
2965,30128,20240301,20240302,4,27,27,1126.2,1,1
2966,10477,20240208,20240209,1,444,444,10969.12,1,1
2967,49633,20250226,20250228,3,232,229,7835.1,1,0
2968,23983,20260716,20260717,4,13,13,360.4,1,1
2969,18125,20260924,20260926,3,337,337,3069.08,1,1
2970,39949,20260307,20260312,1,40,35,1088.42,1,0
2971,45936,20260430,20260505,4,9,9,27.27,1,1
2972,9759,20240529,20240530,4,45,45,1069.56,1,1
2973,41737,20250303,20250305,3,38,38,1147.78,1,1
2974,15394,20240731,20240804,2,2,0,53.64,0,0
2975,14493,20251212,20251215,2,147,147,3860.78,1,1
2976,8874,20251221,20251226,4,40,38,660.67,1,0
2977,21200,20260105,20260107,3,4,4,64.65,1,1
2978,41689,20241008,20241009,3,85,85,2791.13,1,1
2979,11026,20241222,20241226,1,19,19,332.62,1,1
2980,18891,20260913,20260917,3,20,20,313.68,1,1
2981,40327,20260729,20260731,4,10,10,476.93,1,1
2982,18049,20251123,20251125,2,158,153,6704.41,1,0
2983,1016,20250806,20250810,1,11,11,115.95,1,1
2984,35910,20260317,20260321,1,27,27,1122.33,1,1
2985,5446,20260728,20260731,1,36,36,1708.15,1,1
2986,43284,20251110,20251112,3,385,385,2481.19,1,1
2987,44900,20241121,20241125,3,19,19,311.04,1,1
2988,3917,20260415,20260418,2,13,13,581.75,0,0
2989,22263,20261231,20270102,1,367,367,9719.68,1,1
2990,36332,20240918,20240919,2,488,488,20407.42,1,1
2991,49281,20251106,20251110,4,182,182,4309.41,1,1
2992,5312,20240118,20240122,3,324,324,15900.84,1,1
2993,19588,20260828,20260831,3,50,48,2101.66,1,0
2994,45833,20251119,20251122,1,280,280,7153.03,0,0
2995,9203,20260822,20260823,3,46,46,1456.88,1,1
2996,42267,20250925,20250928,4,30,30,1158.06,1,1
2997,12788,20261031,20261101,1,1,1,21.52,1,1
2998,46555,20260418,20260421,1,26,26,725.23,1,1
2999,7019,20240419,20240420,2,13,13,180.47,1,1
3000,6573,20240519,20240521,3,28,28,673.98,1,1
3001,38384,20251110,20251112,1,258,258,3063.15,0,0
3002,20610,20250710,20250715,2,11,11,384.04,1,1
3003,15862,20250503,20250506,3,2,2,69.59,1,1
3004,46802,20250304,20250307,1,222,222,984.1,1,1
3005,39348,20241025,20241026,3,12,11,98.19,1,0
3006,31966,20241116,20241120,1,460,460,2086.27,1,1
3007,4393,20260701,20260704,4,19,19,181.28,1,1
3008,29853,20251129,20251202,2,470,470,13306.26,1,1
3009,17793,20251212,20251217,3,215,215,2086.47,1,1
3010,32138,20260112,20260114,2,153,153,6120.59,1,1
3011,6243,20241207,20241209,2,286,286,9048.02,1,1
3012,32124,20261215,20261220,2,295,290,4608.8,1,0
3013,25682,20250920,20250924,2,26,26,377.57,0,0
3014,21772,20260809,20260810,2,374,374,2246.66,1,1
3015,26723,20261212,20261216,4,27,27,870.6,1,1
3016,30811,20240504,20240507,1,31,31,988.82,0,0
3017,24269,20261027,20261101,2,37,37,1476.11,0,0
3018,25926,20260101,20260105,2,41,41,1283.84,1,1
3019,40353,20260105,20260108,3,6,6,75.77,1,1
3020,44595,20240303,20240307,3,390,390,14129.61,1,1
3021,24689,20261026,20261029,2,8,8,301.64,1,1
3022,7572,20251103,20251107,1,52,47,682.48,1,0
3023,41377,20251127,20251129,4,40,40,1351.72,0,0
3024,4841,20240227,20240303,2,27,27,758.4,1,1
3025,22086,20240806,20240811,4,305,305,12385.03,1,1
3026,12268,20240123,20240128,4,201,201,3636.14,1,1
3027,18032,20260221,20260224,4,13,13,214.34,1,1
3028,26123,20250920,20250925,1,263,263,2588.46,1,1
3029,44612,20250705,20250706,2,493,493,14386.97,1,1
3030,17927,20250421,20250425,4,16,16,137.91,0,0
3031,7148,20250904,20250908,2,36,36,1419.38,1,1
3032,37147,20260117,20260122,1,17,17,217.51,1,1
3033,21971,20241121,20241125,4,381,381,16718.11,1,1
3034,16527,20260601,20260606,2,9,9,337.83,0,0
3035,27723,20260928,20261001,4,4,4,68.97,1,1
3036,46435,20250609,20250612,4,4,4,62.36,1,1
3037,4935,20260603,20260606,2,204,204,7758.0,1,1
3038,36059,20260523,20260528,1,56,53,1157.68,1,0
3039,13215,20240928,20240929,3,100,100,4815.15,1,1
3040,17469,20260114,20260116,4,249,249,11890.5,1,1
3041,25918,20261120,20261123,2,386,386,8067.83,1,1
3042,28655,20250421,20250426,2,50,50,1849.6,1,1
3043,37478,20260317,20260321,3,47,47,355.8,1,1
3044,31335,20260209,20260211,1,14,14,182.12,1,1
3045,19320,20260801,20260802,1,73,73,1451.86,1,1
3046,24945,20250807,20250808,3,32,32,813.31,1,1
3047,35492,20261110,20261114,1,14,14,213.43,1,1
3048,49919,20240526,20240528,4,20,15,421.44,1,0
3049,23750,20250124,20250129,4,321,321,14362.81,1,1
3050,37115,20261123,20261127,2,7,7,233.45,1,1
3051,1399,20260609,20260613,2,4,4,64.04,1,1
3052,19409,20240717,20240718,2,36,36,396.48,1,1
3053,48185,20251120,20251123,3,18,18,891.95,1,1
3054,45295,20251221,20251226,4,406,402,828.55,1,0
3055,4319,20241113,20241117,2,39,39,528.99,1,1
3056,35815,20241114,20241115,2,8,8,289.5,1,1
3057,11035,20260816,20260821,3,81,81,352.81,1,1
3058,34053,20240406,20240411,2,10,10,43.03,1,1
3059,20546,20240929,20241003,4,311,311,4658.46,1,1
3060,37958,20260308,20260313,3,464,464,21784.73,1,1
3061,31414,20240324,20240328,1,275,275,8538.68,1,1
3062,48564,20240618,20240619,3,287,287,13830.53,1,1
3063,49285,20251205,20251208,1,45,45,557.27,1,1
3064,24326,20260903,20260908,4,90,90,1023.9,1,1
3065,42717,20250622,20250626,1,3,3,112.04,1,1
3066,47020,20251101,20251102,1,12,12,257.16,1,1
3067,38555,20260728,20260801,3,20,20,699.23,1,1
3068,15447,20250119,20250121,4,12,12,79.49,1,1
3069,27474,20261208,20261210,1,409,409,15242.98,1,1
3070,15919,20260308,20260309,2,371,371,12927.4,1,1
3071,13283,20260315,20260316,2,13,13,535.24,1,1
3072,30269,20260113,20260115,4,72,72,1159.21,1,1
3073,18772,20260708,20260710,4,331,331,7609.1,0,0
3074,12538,20250704,20250707,1,17,17,333.29,1,1
3075,45408,20260908,20260912,1,433,433,8118.1,1,1
3076,31891,20250826,20250831,4,316,316,3845.44,1,1
3077,35700,20260525,20260527,2,199,199,7108.65,1,1
3078,6656,20240829,20240901,1,13,13,480.72,1,1
3079,7221,20260529,20260531,1,16,16,602.75,1,1
3080,9746,20241208,20241211,4,9,9,135.55,1,1
3081,14859,20241204,20241206,3,7,7,95.46,1,1
3082,18118,20260426,20260429,1,233,233,5224.56,0,0
3083,2361,20250610,20250613,2,458,458,18629.36,1,1
3084,11580,20260803,20260805,1,483,483,5033.18,1,1
3085,8597,20260909,20260914,2,242,242,9377.04,0,0
3086,42423,20260514,20260516,2,159,159,6795.24,1,1
3087,16531,20261221,20261225,4,25,25,574.97,1,1
3088,9237,20241206,20241209,1,443,443,16952.96,1,1
3089,44043,20260519,20260520,4,422,422,4402.29,1,1
3090,33061,20260111,20260114,4,494,494,3753.18,1,1
3091,49106,20241118,20241123,2,129,129,4968.94,1,1
3092,28899,20250414,20250418,3,9,9,402.48,1,1
3093,45904,20261024,20261028,4,461,458,19291.57,0,0
3094,34121,20250427,20250502,4,165,165,694.91,1,1
3095,38234,20260112,20260114,2,28,28,520.64,1,1
3096,24185,20251104,20251108,1,2,0,25.03,0,0
3097,46257,20250919,20250922,4,18,18,409.88,1,1
3098,32589,20241106,20241109,4,483,483,8445.32,1,1
3099,31729,20241012,20241013,1,11,11,69.55,1,1
3100,15758,20261009,20261012,4,13,13,81.38,1,1
3101,33843,20241018,20241019,3,3,3,88.11,1,1
3102,2472,20251109,20251114,1,129,129,4869.26,0,0
3103,42984,20250908,20250913,2,488,488,23810.26,1,1
3104,18746,20250309,20250314,3,362,362,16849.11,0,0
3105,34877,20240411,20240412,2,445,445,14287.41,1,1
3106,37025,20241128,20241202,3,218,218,10323.05,1,1
3107,22564,20251006,20251010,3,6,6,177.25,0,0
3108,34700,20250926,20251001,4,1,1,47.77,1,1
3109,36428,20250122,20250124,4,34,34,475.41,1,1
3110,26135,20261102,20261104,2,117,117,303.22,1,1
3111,41101,20240731,20240803,1,437,437,2393.06,0,0
3112,37398,20260309,20260312,2,88,88,1322.61,1,1
3113,21520,20250310,20250314,2,24,24,837.66,1,1
3114,14484,20240303,20240308,1,349,349,2488.83,1,1
3115,7238,20240420,20240422,3,6,6,299.44,1,1
3116,7772,20251216,20251221,1,151,151,1223.09,1,1
3117,3789,20241124,20241128,1,128,128,2315.61,1,1
3118,37296,20250112,20250117,3,43,43,1582.42,1,1
3119,46129,20250110,20250115,1,15,15,709.34,1,1
3120,7883,20240215,20240216,2,366,366,2136.83,1,1
3121,29057,20240807,20240808,1,18,17,562.71,1,0
3122,33998,20260614,20260618,2,18,18,502.48,0,0
3123,46949,20240602,20240606,2,41,41,2011.81,0,0
3124,48916,20260504,20260507,1,1,1,41.75,0,0
3125,42371,20261009,20261014,4,258,258,1497.54,1,1
3126,24536,20250818,20250822,3,386,386,17508.72,1,1
3127,906,20241120,20241123,1,30,30,778.29,1,1
3128,25272,20241228,20241230,2,87,87,3851.06,0,0
3129,30922,20251027,20251030,1,402,402,8759.4,1,1
3130,20122,20250614,20250615,1,455,455,8949.98,1,1
3131,7903,20250923,20250924,1,16,16,598.66,1,1
3132,4674,20240125,20240129,2,95,95,2258.42,1,1
3133,32364,20261011,20261014,2,223,223,10191.75,0,0
3134,28446,20250401,20250405,4,395,395,11631.59,1,1
3135,17106,20250720,20250721,2,16,16,115.66,1,1
3136,40027,20240829,20240831,1,285,285,3005.18,1,1
3137,26183,20250511,20250514,1,105,105,4011.41,1,1
3138,11631,20240613,20240618,1,39,39,786.4,1,1
3139,20910,20250125,20250127,1,54,54,190.2,1,1
3140,26203,20250708,20250710,1,4,4,171.67,1,1
3141,23033,20250612,20250615,2,39,39,527.02,1,1
3142,14391,20250906,20250910,2,208,208,8452.07,1,1
3143,33101,20260510,20260512,3,68,68,1334.18,1,1
3144,43703,20260113,20260114,3,322,322,871.57,1,1
3145,9245,20260802,20260804,1,4,4,22.79,1,1
3146,11071,20240721,20240724,4,476,476,19652.77,1,1
3147,26502,20251204,20251209,3,334,334,3241.08,1,1
3148,19726,20250624,20250626,3,320,320,3233.81,1,1
3149,7540,20251213,20251216,1,9,9,283.25,1,1
3150,5385,20260513,20260517,1,7,7,201.72,1,1
3151,2591,20260419,20260421,1,351,351,3226.93,1,1
3152,27123,20240526,20240528,4,117,117,2690.67,1,1
3153,13693,20250510,20250514,4,11,11,153.75,1,1
3154,42751,20260127,20260129,4,6,6,35.05,1,1
3155,26656,20251230,20260101,1,17,17,475.4,1,1
3156,11921,20260629,20260701,3,481,481,16053.53,1,1
3157,6940,20260225,20260228,1,42,42,1500.11,1,1
3158,39171,20260629,20260701,1,17,17,555.36,1,1
3159,38628,20260710,20260713,1,19,19,288.87,1,1
3160,39896,20240615,20240618,4,2,2,51.68,0,0
3161,25021,20250909,20250910,3,29,29,104.02,0,0
3162,35071,20251225,20251227,3,477,477,23612.58,1,1
3163,48055,20240614,20240619,3,50,50,1199.41,1,1
