reporting_month,store_region,store_name,fc_name,fill_rate_pct,stockout_rate_pct,on_time_delivery_pct,inventory_turnover,avg_lead_time_days,transport_cost_per_unit,perfect_order_pct,days_inventory_on_hand
2024-11,Eastern,Staples Store Toronto #6,Mississauga FC,98.96,33.33,100.0,,6.0,21.38,100.0,
2024-11,Eastern,Staples Store Toronto #6,Richmond Hill FC,51.57,100.0,,,,,,
2024-11,Eastern,Staples Store Toronto #6,Calgary FC,100.0,0.0,80.0,,5.0,21.29,80.0,
2024-11,Eastern,Staples Store Toronto #6,Montreal FC,96.43,14.29,83.33,,4.67,30.95,66.67,
2024-11,Eastern,Staples Store Toronto #7,Toronto FC,100.0,0.0,100.0,,5.75,27.95,100.0,
2024-11,Eastern,Staples Store Toronto #7,Mississauga FC,87.14,14.29,71.43,,5.14,39.08,71.43,
2024-11,Eastern,Staples Store Toronto #7,Richmond Hill FC,89.57,25.0,100.0,,5.5,21.77,50.0,
2024-11,Eastern,Staples Store Toronto #7,Calgary FC,81.88,25.0,100.0,,4.67,18.83,100.0,
2024-11,Eastern,Staples Store Toronto #7,Montreal FC,100.0,0.0,83.33,,5.33,23.92,66.67,
2024-11,Eastern,Staples Store Toronto #8,Toronto FC,73.91,33.33,100.0,,5.0,47.47,100.0,
2024-11,Eastern,Staples Store Toronto #8,Mississauga FC,100.0,0.0,100.0,,3.0,32.36,0.0,
2024-11,Eastern,Staples Store Toronto #8,Richmond Hill FC,81.69,33.33,87.5,,4.63,19.04,75.0,
2024-11,Eastern,Staples Store Toronto #8,Calgary FC,75.9,50.0,100.0,,5.0,16.62,100.0,
2024-11,Eastern,Staples Store Toronto #8,Montreal FC,91.42,25.0,100.0,,3.5,34.19,100.0,
2024-11,Eastern,Staples Store Toronto #9,Toronto FC,83.33,25.0,100.0,,4.67,24.31,100.0,
2024-11,Eastern,Staples Store Toronto #9,Mississauga FC,92.5,25.0,87.5,,4.0,15.38,87.5,
2024-11,Eastern,Staples Store Toronto #9,Richmond Hill FC,100.0,0.0,100.0,,5.33,24.04,100.0,
2024-11,Eastern,Staples Store Toronto #9,Calgary FC,58.91,60.0,100.0,,5.0,11.88,100.0,
2024-11,Eastern,Staples Store Toronto #9,Montreal FC,100.0,0.0,100.0,,4.5,20.89,83.33,
2024-11,Western,Staples Store Calgary #46,Toronto FC,82.61,50.0,100.0,,5.0,31.92,100.0,
2024-11,Western,Staples Store Calgary #46,Mississauga FC,76.0,25.0,75.0,,3.25,23.19,75.0,
2024-11,Western,Staples Store Calgary #46,Richmond Hill FC,84.97,18.18,87.5,,5.75,33.17,87.5,
2024-11,Western,Staples Store Calgary #46,Calgary FC,94.77,28.57,16.67,,4.83,28.34,16.67,
2024-11,Western,Staples Store Calgary #46,Montreal FC,100.0,0.0,100.0,,5.33,24.88,100.0,
2024-11,Western,Staples Store Calgary #47,Toronto FC,100.0,0.0,75.0,,5.5,17.49,75.0,
2024-11,Western,Staples Store Calgary #47,Mississauga FC,68.38,33.33,100.0,,3.0,40.3,100.0,
2024-11,Western,Staples Store Calgary #47,Richmond Hill FC,95.32,18.18,80.0,,5.4,31.96,60.0,
2024-11,Western,Staples Store Calgary #47,Calgary FC,100.0,0.0,0.0,,7.0,32.6,0.0,
2024-11,Western,Staples Store Calgary #47,Montreal FC,82.46,25.0,100.0,,5.0,19.53,83.33,
2024-11,Western,Staples Store Calgary #48,Toronto FC,94.63,20.0,100.0,,4.5,27.94,100.0,
2024-11,Western,Staples Store Calgary #48,Mississauga FC,91.67,16.67,83.33,,4.67,32.6,83.33,
2024-11,Western,Staples Store Calgary #48,Richmond Hill FC,100.0,0.0,100.0,,6.5,18.37,50.0,
2024-11,Western,Staples Store Calgary #48,Calgary FC,76.92,50.0,100.0,,4.5,39.65,83.33,
2024-11,Western,Staples Store Calgary #48,Montreal FC,70.37,33.33,33.33,,5.33,30.39,33.33,
2024-11,Western,Staples Store Calgary #49,Toronto FC,84.96,27.27,87.5,,5.5,38.27,87.5,
2024-11,Western,Staples Store Calgary #49,Mississauga FC,100.0,0.0,100.0,,5.33,27.31,66.67,
2024-11,Western,Staples Store Calgary #49,Richmond Hill FC,98.75,20.0,60.0,,5.0,37.61,40.0,
2024-11,Western,Staples Store Calgary #49,Calgary FC,90.0,20.0,66.67,,6.33,24.54,66.67,
2024-11,Western,Staples Store Calgary #49,Montreal FC,100.0,0.0,100.0,,4.5,32.48,100.0,
2024-11,Western,Staples Store Calgary #50,Toronto FC,100.0,0.0,100.0,,5.0,43.11,100.0,
2024-11,Western,Staples Store Calgary #50,Mississauga FC,100.0,0.0,100.0,,5.0,16.92,100.0,
2024-11,Western,Staples Store Calgary #50,Richmond Hill FC,61.0,42.86,83.33,,5.17,21.19,83.33,
2024-11,Western,Staples Store Calgary #50,Calgary FC,100.0,0.0,75.0,,5.25,26.62,75.0,
2024-11,Western,Staples Store Calgary #50,Montreal FC,93.37,25.0,80.0,,6.6,18.15,60.0,
2024-11,Western,Staples Store Vancouver #36,Toronto FC,72.52,33.33,100.0,,6.33,22.03,100.0,
2024-11,Western,Staples Store Vancouver #36,Mississauga FC,83.77,25.0,100.0,,4.0,17.21,100.0,
2024-11,Western,Staples Store Vancouver #36,Richmond Hill FC,100.0,0.0,50.0,,4.0,31.05,50.0,
2024-11,Western,Staples Store Vancouver #36,Calgary FC,95.2,28.57,66.67,,5.67,17.78,66.67,
2024-11,Western,Staples Store Vancouver #36,Montreal FC,100.0,0.0,100.0,,5.0,35.17,100.0,
2024-11,Western,Staples Store Vancouver #37,Toronto FC,91.86,11.11,100.0,,5.0,15.85,50.0,
2024-11,Western,Staples Store Vancouver #37,Mississauga FC,98.46,20.0,66.67,,5.0,21.85,66.67,
2024-11,Western,Staples Store Vancouver #37,Richmond Hill FC,91.67,16.67,100.0,,3.75,22.64,100.0,
2024-11,Western,Staples Store Vancouver #37,Calgary FC,100.0,0.0,100.0,,7.0,38.38,100.0,
2024-11,Western,Staples Store Vancouver #37,Montreal FC,96.43,14.29,85.71,,4.57,21.6,85.71,
2024-11,Western,Staples Store Vancouver #38,Toronto FC,100.0,0.0,100.0,,4.38,34.75,100.0,
2024-11,Western,Staples Store Vancouver #38,Mississauga FC,85.0,20.0,60.0,,4.4,14.99,60.0,
2024-11,Western,Staples Store Vancouver #38,Richmond Hill FC,78.52,25.0,75.0,,3.75,17.1,75.0,
2024-11,Western,Staples Store Vancouver #38,Calgary FC,96.96,20.0,25.0,,4.25,20.48,25.0,
2024-11,Western,Staples Store Vancouver #38,Montreal FC,100.0,0.0,100.0,,3.33,46.75,100.0,
2024-11,Western,Staples Store Vancouver #39,Toronto FC,83.93,20.0,100.0,,5.25,27.56,75.0,
2024-11,Western,Staples Store Vancouver #39,Mississauga FC,100.0,0.0,50.0,,6.0,26.22,50.0,
2024-11,Western,Staples Store Vancouver #39,Richmond Hill FC,95.83,16.67,100.0,,5.0,32.98,100.0,
2024-11,Western,Staples Store Vancouver #39,Calgary FC,91.54,14.29,100.0,,4.4,15.52,80.0,
2024-11,Western,Staples Store Vancouver #39,Montreal FC,73.87,40.0,100.0,,4.75,36.99,100.0,
2024-11,Western,Staples Store Vancouver #40,Toronto FC,94.73,20.0,50.0,,5.0,35.99,50.0,
2024-11,Western,Staples Store Vancouver #40,Mississauga FC,100.0,0.0,0.0,,3.0,37.13,0.0,
2024-11,Western,Staples Store Vancouver #40,Richmond Hill FC,100.0,0.0,100.0,,4.6,41.43,100.0,
2024-11,Western,Staples Store Vancouver #40,Calgary FC,96.73,20.0,80.0,,4.6,41.6,80.0,
2024-11,Western,Staples Store Vancouver #40,Montreal FC,90.34,25.0,75.0,,4.25,30.37,75.0,
2024-11,Western,Staples Store Vancouver #41,Toronto FC,100.0,0.0,100.0,,8.0,49.7,100.0,
2024-11,Western,Staples Store Vancouver #41,Mississauga FC,81.25,25.0,100.0,,4.67,24.2,66.67,
2024-11,Western,Staples Store Vancouver #41,Richmond Hill FC,88.57,14.29,100.0,,4.0,18.4,80.0,
2024-11,Western,Staples Store Vancouver #41,Calgary FC,86.87,16.67,75.0,,4.75,29.6,50.0,
2024-11,Western,Staples Store Vancouver #41,Montreal FC,94.0,20.0,100.0,,5.0,24.13,100.0,
2024-11,Western,Staples Store Vancouver #42,Toronto FC,86.67,20.0,80.0,,4.6,15.93,80.0,
2024-11,Western,Staples Store Vancouver #42,Mississauga FC,83.33,16.67,100.0,,4.0,13.08,75.0,
2024-11,Western,Staples Store Vancouver #42,Richmond Hill FC,100.0,0.0,100.0,,6.33,28.23,100.0,
2024-11,Western,Staples Store Vancouver #42,Calgary FC,83.33,25.0,100.0,,5.75,24.41,75.0,
2024-11,Western,Staples Store Vancouver #42,Montreal FC,100.0,0.0,100.0,,4.2,28.5,80.0,
2024-11,Western,Staples Store Vancouver #43,Toronto FC,86.43,14.29,80.0,,5.4,35.37,80.0,
2024-11,Western,Staples Store Vancouver #43,Mississauga FC,71.22,42.86,66.67,,5.17,12.91,33.33,
2024-11,Western,Staples Store Vancouver #43,Richmond Hill FC,78.13,25.0,83.33,,4.83,20.29,83.33,
2024-11,Western,Staples Store Vancouver #43,Calgary FC,100.0,0.0,66.67,,6.0,14.72,33.33,
2024-11,Western,Staples Store Vancouver #43,Montreal FC,92.67,20.0,100.0,,4.9,39.24,80.0,
2024-11,Western,Staples Store Vancouver #44,Toronto FC,82.81,25.0,100.0,,3.0,3.67,100.0,
2024-11,Western,Staples Store Vancouver #44,Mississauga FC,100.0,0.0,100.0,,3.5,11.32,100.0,
2024-11,Western,Staples Store Vancouver #44,Richmond Hill FC,88.97,28.57,100.0,,4.67,42.35,50.0,
2024-11,Western,Staples Store Vancouver #44,Calgary FC,70.55,50.0,100.0,,4.5,36.79,75.0,
2024-11,Western,Staples Store Vancouver #44,Montreal FC,100.0,0.0,100.0,,4.33,25.75,100.0,
2024-11,Western,Staples Store Vancouver #45,Toronto FC,100.0,0.0,100.0,,4.75,46.65,100.0,
2024-11,Western,Staples Store Vancouver #45,Mississauga FC,84.75,33.33,66.67,,4.67,34.01,66.67,
2024-11,Western,Staples Store Vancouver #45,Richmond Hill FC,66.52,50.0,100.0,,3.0,43.56,100.0,
2024-11,Western,Staples Store Vancouver #45,Calgary FC,86.2,50.0,100.0,,5.0,36.16,100.0,
2024-11,Western,Staples Store Vancouver #45,Montreal FC,89.31,20.0,33.33,,5.0,8.03,33.33,
2024-12,Eastern,Staples Store Mississauga #21,Toronto FC,100.0,0.0,100.0,,5.33,29.13,100.0,
2024-12,Eastern,Staples Store Mississauga #21,Mississauga FC,91.33,25.0,100.0,,5.0,27.35,100.0,
2024-12,Eastern,Staples Store Mississauga #21,Richmond Hill FC,99.88,11.11,77.78,,5.33,26.85,77.78,
2024-12,Eastern,Staples Store Mississauga #21,Calgary FC,97.51,8.33,87.5,,5.0,28.19,62.5,
2024-12,Eastern,Staples Store Mississauga #21,Montreal FC,68.24,33.33,100.0,,4.67,34.55,66.67,
2024-12,Eastern,Staples Store Mississauga #22,Toronto FC,81.04,28.57,100.0,,5.5,36.78,100.0,
2024-12,Eastern,Staples Store Mississauga #22,Mississauga FC,100.0,0.0,100.0,,4.0,6.56,100.0,
2024-12,Eastern,Staples Store Mississauga #22,Richmond Hill FC,80.57,33.33,0.0,,2.0,16.18,0.0,
2024-12,Eastern,Staples Store Mississauga #22,Calgary FC,100.0,0.0,66.67,,6.0,46.57,66.67,
2024-12,Eastern,Staples Store Mississauga #22,Montreal FC,100.0,0.0,75.0,,4.75,16.96,75.0,
2024-12,Eastern,Staples Store Mississauga #23,Toronto FC,100.0,0.0,100.0,,6.0,38.01,100.0,
2024-12,Eastern,Staples Store Mississauga #23,Mississauga FC,54.91,50.0,100.0,,6.0,41.06,100.0,
2024-12,Eastern,Staples Store Mississauga #23,Richmond Hill FC,78.12,33.33,100.0,,5.17,24.44,66.67,
2024-12,Eastern,Staples Store Mississauga #23,Calgary FC,85.04,42.86,83.33,,4.83,33.93,83.33,
2024-12,Eastern,Staples Store Mississauga #23,Montreal FC,79.99,22.22,50.0,,4.17,33.83,50.0,
2024-12,Eastern,Staples Store Mississauga #24,Toronto FC,54.61,71.43,100.0,,3.6,14.78,100.0,
2024-12,Eastern,Staples Store Mississauga #24,Mississauga FC,66.83,50.0,100.0,,5.25,27.92,100.0,
2024-12,Eastern,Staples Store Mississauga #24,Richmond Hill FC,87.04,16.67,100.0,,4.67,16.95,100.0,
2024-12,Eastern,Staples Store Mississauga #24,Calgary FC,100.0,0.0,75.0,,3.75,12.49,50.0,
2024-12,Eastern,Staples Store Mississauga #24,Montreal FC,88.79,18.18,75.0,,4.75,28.85,75.0,
2024-12,Eastern,Staples Store Mississauga #25,Toronto FC,100.0,0.0,87.5,,4.88,24.08,75.0,
2024-12,Eastern,Staples Store Mississauga #25,Mississauga FC,100.0,0.0,100.0,,5.0,25.77,100.0,
2024-12,Eastern,Staples Store Mississauga #25,Richmond Hill FC,100.0,0.0,100.0,,6.75,23.72,100.0,
2024-12,Eastern,Staples Store Mississauga #25,Calgary FC,100.0,0.0,75.0,,6.0,20.9,75.0,
2024-12,Eastern,Staples Store Mississauga #25,Montreal FC,85.32,33.33,83.33,,5.67,27.15,83.33,
2024-12,Eastern,Staples Store Mississauga #26,Toronto FC,89.29,28.57,100.0,,4.2,45.46,100.0,
2024-12,Eastern,Staples Store Mississauga #26,Mississauga FC,100.0,0.0,100.0,,5.0,41.97,100.0,
2024-12,Eastern,Staples Store Mississauga #26,Richmond Hill FC,94.42,22.22,87.5,,5.75,25.86,87.5,
2024-12,Eastern,Staples Store Mississauga #26,Calgary FC,100.0,0.0,100.0,,5.0,33.72,100.0,
2024-12,Eastern,Staples Store Mississauga #26,Montreal FC,94.72,25.0,100.0,,4.5,31.03,100.0,
2024-12,Eastern,Staples Store Mississauga #27,Toronto FC,28.17,100.0,100.0,,5.0,31.57,100.0,
2024-12,Eastern,Staples Store Mississauga #27,Mississauga FC,100.0,0.0,100.0,,4.5,34.05,100.0,
2024-12,Eastern,Staples Store Mississauga #27,Richmond Hill FC,100.0,0.0,85.71,,5.86,30.7,57.14,
2024-12,Eastern,Staples Store Mississauga #27,Calgary FC,100.0,0.0,100.0,,5.0,31.45,100.0,
2024-12,Eastern,Staples Store Mississauga #27,Montreal FC,72.88,30.0,100.0,,5.67,22.6,100.0,
2024-12,Eastern,Staples Store Mississauga #28,Toronto FC,94.03,11.11,87.5,,5.13,34.39,87.5,
2024-12,Eastern,Staples Store Mississauga #28,Mississauga FC,73.44,33.33,100.0,,4.8,22.93,100.0,
2024-12,Eastern,Staples Store Mississauga #28,Richmond Hill FC,79.2,33.33,100.0,,2.0,20.0,50.0,
2024-12,Eastern,Staples Store Mississauga #28,Calgary FC,94.44,16.67,66.67,,5.33,30.23,66.67,
2024-12,Eastern,Staples Store Mississauga #28,Montreal FC,100.0,0.0,50.0,,4.0,17.04,50.0,
2024-12,Eastern,Staples Store Mississauga #29,Toronto FC,90.63,12.5,80.0,,4.6,44.42,80.0,
2024-12,Eastern,Staples Store Mississauga #29,Mississauga FC,90.29,20.0,50.0,,4.0,16.58,50.0,
2024-12,Eastern,Staples Store Mississauga #29,Richmond Hill FC,80.5,27.27,71.43,,4.43,27.1,71.43,
2024-12,Eastern,Staples Store Mississauga #29,Calgary FC,100.0,0.0,100.0,,3.0,8.17,100.0,
2024-12,Eastern,Staples Store Mississauga #29,Montreal FC,88.66,20.0,80.0,,5.4,28.68,70.0,
2024-12,Eastern,Staples Store Mississauga #30,Toronto FC,95.45,25.0,50.0,,5.75,22.95,50.0,
2024-12,Eastern,Staples Store Mississauga #30,Mississauga FC,90.63,16.67,80.0,,4.4,28.94,80.0,
2024-12,Eastern,Staples Store Mississauga #30,Richmond Hill FC,100.0,0.0,80.0,,6.6,16.98,40.0,
2024-12,Eastern,Staples Store Mississauga #30,Calgary FC,100.0,0.0,100.0,,4.67,8.97,66.67,
2024-12,Eastern,Staples Store Mississauga #30,Montreal FC,100.0,0.0,100.0,,4.86,29.14,85.71,
2024-12,Eastern,Staples Store Montreal #51,Toronto FC,100.0,0.0,75.0,,6.0,6.8,75.0,
2024-12,Eastern,Staples Store Montreal #51,Mississauga FC,100.0,0.0,100.0,,5.0,17.06,100.0,
2024-12,Eastern,Staples Store Montreal #51,Richmond Hill FC,83.77,28.57,83.33,,5.0,27.47,66.67,
2024-12,Eastern,Staples Store Montreal #51,Calgary FC,100.0,0.0,100.0,,4.5,37.7,100.0,
2024-12,Eastern,Staples Store Montreal #51,Montreal FC,62.05,50.0,100.0,,5.0,14.38,83.33,
2024-12,Eastern,Staples Store Montreal #52,Toronto FC,100.0,0.0,75.0,,4.25,37.47,75.0,
2024-12,Eastern,Staples Store Montreal #52,Mississauga FC,89.5,20.0,87.5,,4.75,34.21,75.0,
2024-12,Eastern,Staples Store Montreal #52,Richmond Hill FC,81.67,25.0,85.71,,5.57,28.5,71.43,
2024-12,Eastern,Staples Store Montreal #52,Calgary FC,40.25,75.0,66.67,,5.33,33.2,66.67,
2024-12,Eastern,Staples Store Montreal #52,Montreal FC,100.0,0.0,100.0,,5.0,18.46,100.0,
2024-12,Eastern,Staples Store Montreal #53,Toronto FC,86.1,50.0,80.0,,5.8,13.63,60.0,
2024-12,Eastern,Staples Store Montreal #53,Mississauga FC,100.0,0.0,100.0,,5.0,29.92,100.0,
2024-12,Eastern,Staples Store Montreal #53,Richmond Hill FC,100.0,0.0,100.0,,5.67,40.62,100.0,
2024-12,Eastern,Staples Store Montreal #53,Calgary FC,98.96,16.67,83.33,,5.5,32.4,83.33,
2024-12,Eastern,Staples Store Montreal #53,Montreal FC,81.47,40.0,100.0,,5.25,21.76,75.0,
2024-12,Eastern,Staples Store Montreal #54,Toronto FC,100.0,0.0,100.0,,4.5,45.24,100.0,
2024-12,Eastern,Staples Store Montreal #54,Mississauga FC,80.93,50.0,100.0,,4.0,28.14,100.0,
2024-12,Eastern,Staples Store Montreal #54,Richmond Hill FC,66.63,70.0,75.0,,5.25,38.33,75.0,
2024-12,Eastern,Staples Store Montreal #54,Calgary FC,87.8,22.22,75.0,,6.5,18.71,75.0,
2024-12,Eastern,Staples Store Montreal #54,Montreal FC,93.33,16.67,75.0,,4.75,27.65,75.0,
2024-12,Eastern,Staples Store Montreal #55,Toronto FC,80.88,25.0,100.0,,3.0,7.86,100.0,
2024-12,Eastern,Staples Store Montreal #55,Mississauga FC,100.0,0.0,100.0,,4.33,45.94,100.0,
2024-12,Eastern,Staples Store Montreal #55,Richmond Hill FC,94.2,33.33,80.0,,5.2,44.74,60.0,
2024-12,Eastern,Staples Store Montreal #55,Calgary FC,88.74,18.18,77.78,,4.56,23.9,77.78,
2024-12,Eastern,Staples Store Montreal #55,Montreal FC,97.06,14.29,100.0,,5.33,31.09,100.0,
2024-12,Eastern,Staples Store Ottawa #31,Toronto FC,94.35,12.5,100.0,,4.75,13.11,75.0,
2024-12,Eastern,Staples Store Ottawa #31,Mississauga FC,80.72,37.5,100.0,,4.86,26.47,85.71,
2024-12,Eastern,Staples Store Ottawa #31,Richmond Hill FC,90.06,12.5,100.0,,5.63,28.32,87.5,
2024-12,Eastern,Staples Store Ottawa #31,Calgary FC,91.98,20.0,100.0,,5.4,40.34,100.0,
2024-12,Eastern,Staples Store Ottawa #31,Montreal FC,90.31,44.44,100.0,,5.25,20.03,100.0,
2024-12,Eastern,Staples Store Ottawa #32,Toronto FC,85.71,25.0,100.0,,5.0,19.46,100.0,
2024-12,Eastern,Staples Store Ottawa #32,Mississauga FC,100.0,0.0,100.0,,5.6,17.03,100.0,
2024-12,Eastern,Staples Store Ottawa #32,Richmond Hill FC,63.2,71.43,80.0,,5.4,20.37,80.0,
2024-12,Eastern,Staples Store Ottawa #32,Calgary FC,91.31,20.0,100.0,,4.0,24.82,100.0,
2024-12,Eastern,Staples Store Ottawa #32,Montreal FC,92.43,20.0,100.0,,4.86,26.67,85.71,
2024-12,Eastern,Staples Store Ottawa #33,Toronto FC,93.95,33.33,100.0,,3.6,19.23,100.0,
2024-12,Eastern,Staples Store Ottawa #33,Mississauga FC,94.29,20.0,75.0,,5.25,21.84,25.0,
2024-12,Eastern,Staples Store Ottawa #33,Richmond Hill FC,79.31,33.33,50.0,,5.0,37.33,50.0,
2024-12,Eastern,Staples Store Ottawa #33,Calgary FC,100.0,0.0,50.0,,6.25,11.29,25.0,
2024-12,Eastern,Staples Store Ottawa #33,Montreal FC,94.67,20.0,50.0,,6.0,37.42,50.0,
2024-12,Eastern,Staples Store Ottawa #34,Toronto FC,98.82,16.67,75.0,,6.0,25.71,75.0,
2024-12,Eastern,Staples Store Ottawa #34,Mississauga FC,77.12,33.33,80.0,,5.8,19.56,80.0,
2024-12,Eastern,Staples Store Ottawa #34,Richmond Hill FC,84.49,50.0,83.33,,4.5,27.57,83.33,
2024-12,Eastern,Staples Store Ottawa #34,Calgary FC,100.0,0.0,100.0,,5.0,8.5,100.0,
2024-12,Eastern,Staples Store Ottawa #34,Montreal FC,100.0,0.0,83.33,,4.17,11.55,83.33,
2024-12,Eastern,Staples Store Ottawa #35,Toronto FC,74.87,33.33,50.0,,5.0,17.72,50.0,
2024-12,Eastern,Staples Store Ottawa #35,Mississauga FC,100.0,0.0,100.0,,4.67,33.15,66.67,
2024-12,Eastern,Staples Store Ottawa #35,Richmond Hill FC,100.0,0.0,100.0,,5.0,14.35,100.0,
2024-12,Eastern,Staples Store Ottawa #35,Calgary FC,99.05,25.0,100.0,,4.25,36.15,100.0,
2024-12,Eastern,Staples Store Ottawa #35,Montreal FC,86.67,20.0,100.0,,3.8,26.47,80.0,
2024-12,Eastern,Staples Store Toronto #10,Toronto FC,100.0,0.0,100.0,,5.67,33.39,100.0,
2024-12,Eastern,Staples Store Toronto #10,Mississauga FC,80.3,27.27,88.89,,4.89,13.81,66.67,
2024-12,Eastern,Staples Store Toronto #10,Richmond Hill FC,86.55,21.43,72.73,,5.0,23.22,72.73,
2024-12,Eastern,Staples Store Toronto #10,Calgary FC,93.97,20.0,75.0,,3.75,24.23,75.0,
2024-12,Eastern,Staples Store Toronto #10,Montreal FC,94.44,16.67,60.0,,5.4,37.04,40.0,
2024-12,Eastern,Staples Store Toronto #11,Toronto FC,100.0,0.0,100.0,,6.67,22.91,100.0,
2024-12,Eastern,Staples Store Toronto #11,Mississauga FC,87.5,12.5,100.0,,5.0,22.58,100.0,
2024-12,Eastern,Staples Store Toronto #11,Richmond Hill FC,95.0,33.33,50.0,,4.5,47.2,50.0,
2024-12,Eastern,Staples Store Toronto #11,Calgary FC,98.98,20.0,80.0,,5.6,21.64,80.0,
2024-12,Eastern,Staples Store Toronto #11,Montreal FC,75.32,33.33,50.0,,6.0,39.45,50.0,
2024-12,Eastern,Staples Store Toronto #12,Toronto FC,91.23,11.11,77.78,,4.0,41.27,77.78,
2024-12,Eastern,Staples Store Toronto #12,Mississauga FC,78.68,28.57,100.0,,5.0,17.64,83.33,
2024-12,Eastern,Staples Store Toronto #12,Richmond Hill FC,79.14,33.33,100.0,,4.0,18.58,50.0,
2024-12,Eastern,Staples Store Toronto #12,Calgary FC,86.01,50.0,75.0,,4.25,38.02,75.0,
2024-12,Eastern,Staples Store Toronto #12,Montreal FC,71.26,50.0,100.0,,4.33,25.81,100.0,
2024-12,Eastern,Staples Store Toronto #13,Toronto FC,88.65,33.33,100.0,,3.0,26.88,100.0,
2024-12,Eastern,Staples Store Toronto #13,Mississauga FC,81.86,40.0,75.0,,4.75,19.02,75.0,
2024-12,Eastern,Staples Store Toronto #13,Richmond Hill FC,98.08,16.67,75.0,,5.75,31.48,75.0,
2024-12,Eastern,Staples Store Toronto #13,Calgary FC,69.26,33.33,100.0,,5.25,39.73,100.0,
2024-12,Eastern,Staples Store Toronto #13,Montreal FC,100.0,0.0,100.0,,6.0,14.66,100.0,
2024-12,Eastern,Staples Store Toronto #14,Toronto FC,62.81,60.0,66.67,,6.67,28.17,66.67,
2024-12,Eastern,Staples Store Toronto #14,Mississauga FC,86.67,33.33,50.0,,4.5,8.47,50.0,
2024-12,Eastern,Staples Store Toronto #14,Richmond Hill FC,85.04,100.0,100.0,,4.0,32.25,0.0,
2024-12,Eastern,Staples Store Toronto #14,Calgary FC,100.0,0.0,75.0,,4.5,26.65,75.0,
2024-12,Eastern,Staples Store Toronto #14,Montreal FC,86.5,18.18,88.89,,5.0,28.16,77.78,
2024-12,Eastern,Staples Store Toronto #15,Toronto FC,100.0,0.0,100.0,,6.0,30.68,100.0,
2024-12,Eastern,Staples Store Toronto #15,Mississauga FC,90.83,25.0,42.86,,4.86,38.03,42.86,
2024-12,Eastern,Staples Store Toronto #15,Richmond Hill FC,82.92,28.57,60.0,,4.6,37.91,60.0,
2024-12,Eastern,Staples Store Toronto #15,Calgary FC,100.0,0.0,100.0,,6.33,27.46,100.0,
2024-12,Eastern,Staples Store Toronto #15,Montreal FC,82.7,33.33,0.0,,4.0,24.22,0.0,
2024-12,Eastern,Staples Store Toronto #16,Toronto FC,83.52,20.0,100.0,,5.67,22.12,100.0,
2024-12,Eastern,Staples Store Toronto #16,Mississauga FC,78.83,33.33,100.0,,5.33,12.9,66.67,
2024-12,Eastern,Staples Store Toronto #16,Richmond Hill FC,94.81,20.0,100.0,,6.0,30.96,100.0,
2024-12,Eastern,Staples Store Toronto #16,Calgary FC,100.0,0.0,100.0,,8.0,17.57,100.0,
2024-12,Eastern,Staples Store Toronto #16,Montreal FC,78.13,25.0,100.0,,4.33,37.38,83.33,
2024-12,Eastern,Staples Store Toronto #17,Toronto FC,86.15,14.29,85.71,,4.86,26.62,85.71,
2024-12,Eastern,Staples Store Toronto #17,Mississauga FC,82.44,37.5,100.0,,5.0,32.56,100.0,
2024-12,Eastern,Staples Store Toronto #17,Richmond Hill FC,100.0,0.0,100.0,,3.67,12.28,100.0,
2024-12,Eastern,Staples Store Toronto #17,Calgary FC,92.1,50.0,100.0,,4.75,28.7,50.0,
2024-12,Eastern,Staples Store Toronto #17,Montreal FC,87.37,28.57,100.0,,5.5,24.27,100.0,
2024-12,Eastern,Staples Store Toronto #18,Toronto FC,78.66,25.0,100.0,,5.5,17.03,100.0,
2024-12,Eastern,Staples Store Toronto #18,Mississauga FC,89.45,25.0,83.33,,5.17,18.55,66.67,
2024-12,Eastern,Staples Store Toronto #18,Richmond Hill FC,92.42,33.33,100.0,,4.5,35.87,50.0,
2024-12,Eastern,Staples Store Toronto #18,Calgary FC,82.26,20.0,100.0,,3.67,35.33,100.0,
2024-12,Eastern,Staples Store Toronto #18,Montreal FC,74.43,30.77,100.0,,5.56,17.23,88.89,
2024-12,Eastern,Staples Store Toronto #19,Toronto FC,71.25,33.33,66.67,,3.5,31.17,66.67,
2024-12,Eastern,Staples Store Toronto #19,Mississauga FC,79.93,37.5,83.33,,5.17,12.13,83.33,
2024-12,Eastern,Staples Store Toronto #19,Richmond Hill FC,67.68,40.0,100.0,,5.5,20.12,75.0,
2024-12,Eastern,Staples Store Toronto #19,Calgary FC,85.92,33.33,100.0,,5.6,34.66,80.0,
2024-12,Eastern,Staples Store Toronto #19,Montreal FC,100.0,0.0,100.0,,4.4,33.94,100.0,
2024-12,Eastern,Staples Store Toronto #20,Toronto FC,84.37,42.86,60.0,,4.6,20.24,60.0,
2024-12,Eastern,Staples Store Toronto #20,Mississauga FC,100.0,0.0,75.0,,4.0,38.35,75.0,
2024-12,Eastern,Staples Store Toronto #20,Richmond Hill FC,98.12,12.5,87.5,,5.38,25.13,87.5,
2024-12,Eastern,Staples Store Toronto #20,Calgary FC,98.89,20.0,80.0,,5.4,30.39,80.0,
2024-12,Eastern,Staples Store Toronto #20,Montreal FC,94.91,12.5,80.0,,5.0,35.66,80.0,
